cluster	gene
G2M/S dorsal progenitors 1	POLD2
G2M/S dorsal progenitors 1	GGCT
G2M/S dorsal progenitors 1	SLBP
G2M/S dorsal progenitors 1	TFDP1
G2M/S dorsal progenitors 1	NDUFA6
G2M/S dorsal progenitors 1	DBI
G2M/S dorsal progenitors 1	ZCRB1
G2M/S dorsal progenitors 1	RCN1
G2M/S dorsal progenitors 1	CNBP
G2M/S dorsal progenitors 1	MDFI
G2M/S dorsal progenitors 1	SKA2
G2M/S dorsal progenitors 1	MZT2A
G2M/S dorsal progenitors 1	SRSF4
G2M/S dorsal progenitors 1	HNRNPF
G2M/S dorsal progenitors 1	HAUS1
G2M/S dorsal progenitors 1	ESD
G2M/S dorsal progenitors 1	PHPT1
G2M/S dorsal progenitors 1	NES
G2M/S dorsal progenitors 1	TRA2B
G2M/S dorsal progenitors 1	RAD23A
G2M/S dorsal progenitors 1	UQCC2
G2M/S dorsal progenitors 1	LSM4
G2M/S dorsal progenitors 1	POLE4
G2M/S dorsal progenitors 1	IGFBP2
G2M/S dorsal progenitors 1	FABP5
G2M/S dorsal progenitors 2	PTTG1
G2M/S dorsal progenitors 2	CENPF
G2M/S dorsal progenitors 2	HMGB2
G2M/S dorsal progenitors 2	UBE2C
G2M/S dorsal progenitors 2	TOP2A
G2M/S dorsal progenitors 2	CDC20
G2M/S dorsal progenitors 2	NUSAP1
G2M/S dorsal progenitors 2	MKI67
G2M/S dorsal progenitors 2	CCNB2
G2M/S dorsal progenitors 2	CCNB1
G2M/S dorsal progenitors 2	UBE2S
G2M/S dorsal progenitors 2	CKS2
G2M/S dorsal progenitors 2	SMC4
G2M/S dorsal progenitors 2	TUBB4B
G2M/S dorsal progenitors 2	PBK
G2M/S dorsal progenitors 2	ARL6IP1
G2M/S dorsal progenitors 2	TPX2
G2M/S dorsal progenitors 2	PLK1
G2M/S dorsal progenitors 2	ASPM
G2M/S dorsal progenitors 2	CCNA2
G2M/S dorsal progenitors 2	PRC1
G2M/S dorsal progenitors 2	NUF2
G2M/S dorsal progenitors 2	BIRC5
G2M/S dorsal progenitors 2	CDKN3
G2M/S dorsal progenitors 2	CENPE
G2M/S dorsal progenitors 2	H2AFX
G2M/S dorsal progenitors 2	SGOL2
G2M/S dorsal progenitors 2	GTSE1
G2M/S dorsal progenitors 2	CKAP2
G2M/S dorsal progenitors 2	FAM64A
G2M/S dorsal progenitors 2	NEK2
G2M/S dorsal progenitors 2	CCNA1
G2M/S dorsal progenitors 2	KNSTRN
G2M/S dorsal progenitors 2	AURKA
G2M/S dorsal progenitors 2	AURKB
G2M/S dorsal progenitors 2	MAD2L1
G2M/S dorsal progenitors 2	PSRC1
G2M/S dorsal progenitors 2	CDCA8
G2M/S dorsal progenitors 2	CDCA3
G2M/S dorsal progenitors 2	CENPA
G2M/S dorsal progenitors 2	RAD21
G2M/S dorsal progenitors 2	PIF1
G2M/S dorsal progenitors 2	DLGAP5
G2M/S dorsal progenitors 2	MXD3
G2M/S dorsal progenitors 2	KIF2C
G2M/S dorsal progenitors 2	MZT1
G2M/S dorsal progenitors 2	CDC25B
G2M/S dorsal progenitors 2	TACC3
G2M/S dorsal progenitors 2	RACGAP1
G2M/S dorsal progenitors 2	HMMR
G2M/S dorsal progenitors 2	KIF22
G2M/S dorsal progenitors 2	HMGN2
G2M/S dorsal progenitors 2	NUCKS1
G2M/S dorsal progenitors 2	CKAP2L
G2M/S dorsal progenitors 2	MIS18BP1
G2M/S dorsal progenitors 2	SGOL1
G2M/S dorsal progenitors 2	KIF23
G2M/S dorsal progenitors 2	BUB1
G2M/S dorsal progenitors 2	NDC80
G2M/S dorsal progenitors 2	PRR11
G2M/S dorsal progenitors 2	HJURP
G2M/S dorsal progenitors 2	KIFC1
G2M/S dorsal progenitors 2	TROAP
G2M/S dorsal progenitors 2	FAM83D
G2M/S dorsal progenitors 2	TUBB6
G2M/S dorsal progenitors 2	KIF4A
G2M/S dorsal progenitors 2	KIF20A
G2M/S dorsal progenitors 2	TTK
G2M/S dorsal progenitors 2	CDCA2
G2M/S dorsal progenitors 2	CEP70
G2M/S dorsal progenitors 2	ECT2
G2M/S dorsal progenitors 2	CASC5
G2M/S dorsal progenitors 2	CDKN2C
G2M/S dorsal progenitors 2	GPSM2
G2M/S dorsal progenitors 2	SAPCD2
G2M/S dorsal progenitors 2	GAS2L3
G2M/S dorsal progenitors 2	DEPDC1
G2M/S dorsal progenitors 2	KIF15
G2M/S dorsal progenitors 2	NDE1
G2M/S dorsal progenitors 2	DMRTA2
G2M/S dorsal progenitors 2	KIF11
G2M/S dorsal progenitors 2	DEPDC1B
G2M/S dorsal progenitors 2	RANGAP1
G2M/S dorsal progenitors 2	KMT5A
G2M/S dorsal progenitors 2	NCAPD2
G2M/S dorsal progenitors 2	BORA
G2M/S dorsal progenitors 2	KIF14
G2M/S dorsal progenitors 2	BUB1B
G2M/S dorsal progenitors 2	IFI44L
G2M/S dorsal progenitors 2	CEP55
G2M/S dorsal progenitors 2	KIF18A
G2M/S dorsal progenitors 2	SPAG5
G2M/S dorsal progenitors 2	FAM72C
G2M/S dorsal progenitors 2	TNFAIP8L1
G2M/S dorsal progenitors 2	FAM72D
G2M/S dorsal progenitors 2	ARHGAP11B
G2M/S dorsal progenitors 2	APOLD1
G2M/S dorsal progenitors 2	CTB-193M12.5
G2M/S dorsal progenitors 2	SMTN
G2M/S dorsal progenitors 2	INCENP
G2M/S dorsal progenitors 2	KIF18B
G2M/S dorsal progenitors 2	NEIL3
G2M/S dorsal progenitors 2	VIM
G2M/S dorsal progenitors 2	HMGB1
G2M/S dorsal progenitors 2	CDK1
G2M/S dorsal progenitors 2	NCAPG
G2M/S dorsal progenitors 2	ARHGAP11A
G2M/S dorsal progenitors 2	CKB
G2M/S dorsal progenitors 2	EMX2
G2M/S dorsal progenitors 2	CKAP5
G2M/S dorsal progenitors 2	UBE2T
G2M/S dorsal progenitors 2	SPA17
G2M/S dorsal progenitors 2	LHX2
G2M/S dorsal progenitors 2	H2AFV
G2M/S dorsal progenitors 2	KPNA2
G2M/S dorsal progenitors 2	RP11-620J15.3
G2M/S dorsal progenitors 2	LMNB1
G2M/S dorsal progenitors 2	CDC25C
G2M/S dorsal progenitors 2	KIF20B
G2M/S dorsal progenitors 2	CNTRL
G2M/S dorsal progenitors 2	TUBA1B
G2M/S dorsal progenitors 2	ARHGEF39
G2M/S dorsal progenitors 2	NCAPH
G2M/S dorsal progenitors 2	OIP5
G2M/S dorsal progenitors 2	NUDCD2
G2M/S dorsal progenitors 2	RTKN2
G2M/S dorsal progenitors 2	MND1
G2M/S dorsal progenitors 2	HMGB3
G2M/S dorsal progenitors 2	RNF26
G2M/S dorsal progenitors 2	CCDC18
G2M/S dorsal progenitors 2	HES1
G2M/S dorsal progenitors 2	AMBN
G2M/S dorsal progenitors 2	HSD17B11
G2M/S dorsal progenitors 2	BTG3
G2M/S dorsal progenitors 2	FABP7
G2M/S dorsal progenitors 2	DBF4
G2M/S dorsal progenitors 2	LINC01551
G2M/S dorsal progenitors 2	IFIT1
G2M/S dorsal progenitors 2	HNRNPA2B1
G2M/S dorsal progenitors 2	SKA2
G2M/S dorsal progenitors 2	BUB3
G2M/S dorsal progenitors 2	PHF19
G2M/S dorsal progenitors 2	FOXM1
G2M/S dorsal progenitors 2	SMC2
G2M/S dorsal progenitors 2	RBMX
G2M/S dorsal progenitors 2	HDGF
G2M/S dorsal progenitors 2	EMC9
G2M/S dorsal progenitors 2	SHCBP1
G2M/S dorsal progenitors 2	UBALD2
G2M/S dorsal progenitors 2	HES5
G2M/S dorsal progenitors 2	CEP135
G2M/S dorsal progenitors 2	DCXR
G2M/S dorsal progenitors 2	ANP32E
G2M/S dorsal progenitors 2	MELK
G2M/S dorsal progenitors 2	MARCKS
G2M/S dorsal progenitors 2	MZT2B
G2M/S dorsal progenitors 2	PLIN3
G2M/S dorsal progenitors 2	SPC25
G2M/S dorsal progenitors 2	SOX2
G2M/S dorsal progenitors 2	CCNF
G2M/S dorsal progenitors 2	PAX6
G2M/S dorsal progenitors 2	H1FX
G2M/S dorsal progenitors 2	KIF5B
G2M/S dorsal progenitors 2	SOX3
G2M/S dorsal progenitors 2	CIT
G2M/S dorsal progenitors 2	ODF2
G2M/S dorsal progenitors 2	DTYMK
G2M/S dorsal progenitors 2	TTYH1
G2M/S dorsal progenitors 2	C21orf58
G2M/S dorsal progenitors 2	SPDL1
G2M/S dorsal progenitors 2	RHNO1
G2M/S dorsal progenitors 2	DBP
G2M/S dorsal progenitors 2	H2AFZ
G2M/S dorsal progenitors 2	KIAA0586
G2M/S dorsal progenitors 2	HSP90B1
G2M/S dorsal progenitors 2	TFAP2C
G2M/S dorsal progenitors 2	TMPO
G2M/S dorsal progenitors 2	GLI3
G2M/S dorsal progenitors 2	PTMS
G2M/S dorsal progenitors 2	CKS1B
G2M/S dorsal progenitors 2	SUN2
G2M/S dorsal progenitors 2	SCLT1
G2M/S dorsal progenitors 2	ID4
G2M/S dorsal progenitors 2	LRRC17
G2M/S dorsal progenitors 2	DDX39A
G2M/S dorsal progenitors 2	LBR
G2M/S dorsal progenitors 2	G2E3
G2M/S dorsal progenitors 2	LEF1
G2M/S dorsal progenitors 2	PTN
G2M/S dorsal progenitors 2	POC1A
G2M/S dorsal progenitors 2	RHEB
G2M/S dorsal progenitors 2	LIX1L
G2M/S dorsal progenitors 2	HEY1
G2M/S dorsal progenitors 2	PARPBP
G2M/S dorsal progenitors 2	MT2A
G2M/S dorsal progenitors 2	CENPW
G2M/S dorsal progenitors 2	RANGRF
G2M/S dorsal progenitors 2	C1orf61
G2M/S dorsal progenitors 2	CRNDE
G2M/S dorsal progenitors 2	MYEF2
G2M/S dorsal progenitors 2	REEP4
G2M/S dorsal progenitors 2	DEK
G2M/S dorsal progenitors 2	CCDC34
G2M/S dorsal progenitors 2	ZADH2
G2M/S dorsal progenitors 2	ZFP36L1
G2M/S dorsal progenitors 2	HP1BP3
G2M/S dorsal progenitors 2	HMG20B
G2M/S dorsal progenitors 2	KIAA1524
G2M/S dorsal progenitors 2	ITGB1BP1
G2M/S dorsal progenitors 2	GKAP1
G2M/S dorsal progenitors 2	SDCBP
G2M/S dorsal progenitors 2	IKBIP
G2M/S dorsal progenitors 2	FAM110A
G2M/S dorsal progenitors 2	SFRP1
G2M/S dorsal progenitors 2	CENPN
G2M/S dorsal progenitors 2	ILF2
G2M/S dorsal progenitors 2	METTL10
G2M/S dorsal progenitors 2	EMP3
G2M/S dorsal progenitors 2	DCTN3
G2M/S dorsal progenitors 2	PPP2R5C
G2M/S dorsal progenitors 2	FILIP1
G2M/S dorsal progenitors 2	CEP57L1
G2M/S dorsal progenitors 2	LSM5
G2M/S dorsal progenitors 2	SFPQ
G2M/S dorsal progenitors 2	DCAF7
G2M/S dorsal progenitors 2	HN1
G2M/S dorsal progenitors 2	HMGN3
G2M/S dorsal progenitors 2	EMX1
G2M/S dorsal progenitors 2	SPC24
G2M/S dorsal progenitors 2	CREB5
G2M/S dorsal progenitors 2	FGFBP3
G2M/S dorsal progenitors 2	FBLN1
G2M/S dorsal progenitors 2	WEE1
G2M/S dorsal progenitors 2	NAP1L1
G2M/S dorsal progenitors 2	SYNE2
G2M/S dorsal progenitors 2	GPC1
G2M/S dorsal progenitors 2	IQGAP2
G2M/S dorsal progenitors 2	QKI
G2M/S dorsal progenitors 2	ANLN
G2M/S dorsal progenitors 2	ECI2
G2M/S dorsal progenitors 2	AAMDC
G2M/S dorsal progenitors 2	PPP1R35
G2M/S dorsal progenitors 2	RUVBL2
G2M/S dorsal progenitors 2	SRI
G2M/S dorsal progenitors 2	LTBP1
G2M/S dorsal progenitors 2	FZR1
G2M/S dorsal progenitors 2	CMBL
G2M/S dorsal progenitors 2	CDK5RAP2
G2M/S dorsal progenitors 2	SLC4A8
G2M/S dorsal progenitors 2	PDCD4
G2M/S dorsal progenitors 2	SAP30
G2M/S dorsal progenitors 2	DIAPH3
G2M/S dorsal progenitors 2	FRMD4B
G2M/S dorsal progenitors 2	CENPL
G2M/S dorsal progenitors 2	NAPEPLD
G2M/S dorsal progenitors 2	FBXO5
G2M/S dorsal progenitors 2	RAN
G2M/S dorsal progenitors 2	SOX9
G2M/S dorsal progenitors 2	RP11-798M19.6
G2M/S dorsal progenitors 2	ADAMTS6
G2M/S dorsal progenitors 2	SKA1
G2M/S dorsal progenitors 2	NOTCH1
G2M/S dorsal progenitors 2	HMGN5
G2M/S dorsal progenitors 2	IER5
G2M/S dorsal progenitors 2	TRIM59
G2M/S dorsal progenitors 2	IFI6
G2M/S dorsal progenitors 2	PTGES3
G2M/S dorsal progenitors 2	FDFT1
G2M/S dorsal progenitors 2	NOTCH2
G2M/S dorsal progenitors 2	ILVBL
G2M/S dorsal progenitors 2	RASSF1
G2M/S dorsal progenitors 2	DOK5
G2M/S dorsal progenitors 2	IGFBP4
G2M/S dorsal progenitors 2	NEUROG2
G2M/S dorsal progenitors 2	B3GAT2
G2M/S dorsal progenitors 2	TYMS
G2M/S dorsal progenitors 2	LCORL
G2M/S dorsal progenitors 2	BMP7
G2M/S dorsal progenitors 2	ZEB1
G2M/S dorsal progenitors 2	CENPC
G2M/S dorsal progenitors 2	DACH1
G2M/S dorsal progenitors 2	BRD8
G2M/S dorsal progenitors 2	CDKN1B
G2M/S dorsal progenitors 2	EZH2
G2M/S dorsal progenitors 2	CENPK
G2M/S dorsal progenitors 2	B2M
G2M/S dorsal progenitors 2	NR2F1
G2M/S dorsal progenitors 2	SEPT7
G2M/S dorsal progenitors 2	CENPM
G2M/S dorsal progenitors 2	EZR
G2M/S dorsal progenitors 2	HMGCS1
G2M/S dorsal progenitors 2	COL11A1
G2M/S dorsal progenitors 2	MORF4L2
G2M/S dorsal progenitors 2	SNAPC1
G2M/S dorsal progenitors 2	HSPA4L
G2M/S dorsal progenitors 2	CALM3
G2M/S dorsal progenitors 2	CTB-50L17.10
G2M/S dorsal progenitors 2	SOX21
G2M/S dorsal progenitors 2	NEDD1
G2M/S dorsal progenitors 2	GPX4
G2M/S dorsal progenitors 2	FAM92A1
G2M/S dorsal progenitors 2	CARD8
G2M/S dorsal progenitors 2	ZWINT
G2M/S dorsal progenitors 2	EFNB2
G2M/S dorsal progenitors 2	CDCA5
G2M/S dorsal progenitors 2	NFIA
G2M/S dorsal progenitors 2	SNAPC3
G2M/S dorsal progenitors 2	PEA15
G2M/S dorsal progenitors 2	RAD51AP1
G2M/S dorsal progenitors 2	CNTLN
G2M/S dorsal progenitors 2	TMEM161B-AS1
G2M/S dorsal progenitors 2	CMC2
G2M/S dorsal progenitors 2	CALM2
G2M/S dorsal progenitors 2	SKA3
G2M/S dorsal progenitors 2	C12orf75
G2M/S dorsal progenitors 2	USP1
G2M/S dorsal progenitors 2	ZCRB1
G2M/S dorsal progenitors 2	HNRNPUL1
G2M/S dorsal progenitors 2	ASRGL1
G2M/S dorsal progenitors 2	NUP37
G2M/S dorsal progenitors 2	HNRNPR
G2M/S dorsal progenitors 2	FZD2
G2M/S dorsal progenitors 2	IGFBP2
G2M/S dorsal progenitors 2	NIPBL
G2M/S dorsal progenitors 2	GNG5
G2M/S dorsal progenitors 2	INTU
G2M/S dorsal progenitors 2	OSER1-AS1
G2M/S dorsal progenitors 2	TP53I13
G2M/S dorsal progenitors 2	PHGDH
G2M/S dorsal progenitors 2	SRGAP2B
G2M/S dorsal progenitors 2	CHST10
G2M/S dorsal progenitors 2	HNRNPH3
G2M/S dorsal progenitors 2	LINC00461
G2M/S dorsal progenitors 2	SRGAP2C
G2M/S dorsal progenitors 2	SUGP2
G2M/S dorsal progenitors 2	PCM1
G2M/S dorsal progenitors 2	PHIP
G2M/S dorsal progenitors 2	CDK19
G2M/S dorsal progenitors 2	JAM2
G2M/S dorsal progenitors 2	CDK16
G2M/S dorsal progenitors 2	ECI1
G2M/S dorsal progenitors 2	PLPP3
G2M/S dorsal progenitors 2	MPPED2
G2M/S dorsal progenitors 2	NKAIN3
G2M/S dorsal progenitors 2	IFT74
G2M/S dorsal progenitors 2	ZSCAN16-AS1
G2M/S dorsal progenitors 2	MID1
G2M/S dorsal progenitors 2	PNMA2
G2M/S dorsal progenitors 2	HSPB1
G2M/S dorsal progenitors 2	RBBP7
G2M/S dorsal progenitors 2	TMED5
G2M/S dorsal progenitors 2	PNRC2
G2M/S dorsal progenitors 2	CD99
G2M/S dorsal progenitors 2	CDC27
G2M/S dorsal progenitors 2	NDUFAF3
G2M/S dorsal progenitors 2	LARP1B
G2M/S dorsal progenitors 2	RRM2
G2M/S dorsal progenitors 2	TRIM28
G2M/S dorsal progenitors 2	TOP1
G2M/S dorsal progenitors 2	PIM3
G2M/S dorsal progenitors 2	UACA
G2M/S dorsal progenitors 2	CHEK2
G2M/S dorsal progenitors 2	PAK4
G2M/S dorsal progenitors 2	FXR1
G2M/S dorsal progenitors 2	TRIOBP
G2M/S dorsal progenitors 2	PSME1
G2M/S dorsal progenitors 2	USP13
G2M/S dorsal progenitors 2	WHSC1
G2M/S dorsal progenitors 2	TXNDC12
G2M/S dorsal progenitors 2	RHOBTB3
G2M/S dorsal progenitors 2	COX8A
G2M/S dorsal progenitors 2	FOPNL
G2M/S dorsal progenitors 2	ZFHX4
G2M/S dorsal progenitors 2	PON2
G2M/S dorsal progenitors 2	P4HA1
G2M/S dorsal progenitors 2	PRPSAP1
G2M/S dorsal progenitors 2	LMNB2
G2M/S dorsal progenitors 2	PHLDA1
G2M/S dorsal progenitors 2	ACADVL
G2M/S dorsal progenitors 2	MAZ
G2M/S dorsal progenitors 2	SNX5
G2M/S dorsal progenitors 2	NMU
G2M/S dorsal progenitors 2	SMIM14
G2M/S dorsal progenitors 2	RCC1
G2M/S dorsal progenitors 2	UCP2
G2M/S dorsal progenitors 2	RPS27L
G2M/S dorsal progenitors 2	RDX
G2M/S dorsal progenitors 2	C2orf69
G2M/S dorsal progenitors 2	CNTFR
G2M/S dorsal progenitors 2	TNIP1
G2M/S dorsal progenitors 2	GGH
G2M/S dorsal progenitors 2	CENPU
G2M/S dorsal progenitors 2	BANF1
G2M/S dorsal progenitors 2	IGF2BP2
G2M/S dorsal progenitors 2	EFNB1
G2M/S dorsal progenitors 2	CHKA
G2M/S dorsal progenitors 2	ORC6
G2M/S dorsal progenitors 2	JADE1
G2M/S dorsal progenitors 2	IMMP1L
G2M/S dorsal progenitors 2	PSMD10
G2M/S dorsal progenitors 2	NFYB
G2M/S dorsal progenitors 2	EPB41L2
G2M/S dorsal progenitors 2	SNX3
G2M/S dorsal progenitors 2	MPDZ
G2M/S dorsal progenitors 2	SEPT10
G2M/S dorsal progenitors 2	GSPT1
G2M/S dorsal progenitors 2	PGM1
G2M/S dorsal progenitors 2	GCA
G2M/S dorsal progenitors 2	CEP78
G2M/S dorsal progenitors 2	GLRX5
G2M/S dorsal progenitors 2	OSER1
G2M/S dorsal progenitors 2	SEPT11
G2M/S dorsal progenitors 2	ELOVL5
G2M/S dorsal progenitors 2	HMGA2
G2M/S dorsal progenitors 2	MAP2K2
G2M/S dorsal progenitors 2	MGME1
G2M/S dorsal progenitors 2	KLF6
G2M/S dorsal progenitors 2	GBAS
G2M/S dorsal progenitors 2	CLIC1
G2M/S dorsal progenitors 2	TET1
G2M/S dorsal progenitors 2	SPAG9
G2M/S dorsal progenitors 2	FUBP1
G2M/S dorsal progenitors 2	RHOA
G2M/S dorsal progenitors 2	PSIP1
G2M/S dorsal progenitors 2	ACYP1
G2M/S dorsal progenitors 2	SEC22C
G2M/S dorsal progenitors 2	MPST
G2M/S dorsal progenitors 2	SAE1
G2M/S dorsal progenitors 2	VDAC3
G2M/S dorsal progenitors 2	CFL2
G2M/S dorsal progenitors 2	SYPL1
G2M/S dorsal progenitors 2	ADD3
G2M/S dorsal progenitors 2	TSPAN5
G2M/S dorsal progenitors 2	TPR
G2M/S dorsal progenitors 2	ENAH
G2M/S dorsal progenitors 2	CDCA4
G2M/S dorsal progenitors 2	INSIG1
G2M/S dorsal progenitors 2	HADH
G2M/S dorsal progenitors 2	DAZAP1
G2M/S dorsal progenitors 2	NUDT3
G2M/S dorsal progenitors 2	BAZ1A
G2M/S dorsal progenitors 2	BRD7
G2M/S dorsal progenitors 2	MIS18A
G2M/S dorsal progenitors 2	MMAB
G2M/S dorsal progenitors 2	GMNN
G2M/S dorsal progenitors 2	CCT5
G2M/S dorsal progenitors 2	PNRC1
G2M/S dorsal progenitors 2	PNISR
G2M/S dorsal progenitors 2	CCNH
G2M/S dorsal progenitors 2	RSRC2
G2M/S dorsal progenitors 2	TRA2B
G2M/S dorsal progenitors 2	HES4
G2M/S dorsal progenitors 2	DNAJB1
G2M/S dorsal progenitors 2	DCP2
G2M/S dorsal progenitors 2	DDIT4
G2M/S dorsal progenitors 2	MRPL51
G2M/S dorsal progenitors 2	FADS1
G2M/S dorsal progenitors 2	ELAVL1
G2M/S dorsal progenitors 2	TBL1XR1
G2M/S dorsal progenitors 2	EXOSC8
G2M/S dorsal progenitors 2	MDH1
G2M/S dorsal progenitors 2	CCAR1
G2M/S dorsal progenitors 2	GSTO1
G2M/S dorsal progenitors 2	VBP1
G2M/S dorsal progenitors 2	CBX1
G2M/S dorsal progenitors 2	PAPOLA
G2M/S dorsal progenitors 2	CNIH4
G2M/S dorsal progenitors 2	PLGRKT
G2M/S dorsal progenitors 2	GNAI2
G2M/S dorsal progenitors 2	BNIP3
G2M/S dorsal progenitors 2	RSBN1
G2M/S dorsal progenitors 2	IDI1
G2M/S dorsal progenitors 2	MSMO1
G2M/S dorsal progenitors 2	TPI1
G2M/S dorsal progenitors 2	SMARCA1
G2M/S dorsal progenitors 2	VKORC1
G2M/S dorsal progenitors 2	WDR54
G2M/S dorsal progenitors 2	HNRNPH1
G2M/S dorsal progenitors 2	HIST1H4C
G2M/S dorsal progenitors 2	UBB
stem cells 3	RP11-148B6.1
stem cells 3	POU5F1
stem cells 3	PFN1
stem cells 3	RPL12
stem cells 3	RPS2
stem cells 3	RPL8
stem cells 3	RPLP1
stem cells 3	FOXD3-AS1
stem cells 3	RPL35
stem cells 3	RPS12
stem cells 3	RPS6
stem cells 3	S100A11
stem cells 3	PTMA
stem cells 3	RPL18A
stem cells 3	RPL3
stem cells 3	UGP2
stem cells 3	DMKN
stem cells 3	RPS18
stem cells 3	RPL19
stem cells 3	RPS27A
stem cells 3	RANBP1
stem cells 3	APRT
stem cells 3	TDGF1
stem cells 3	RPL15
stem cells 3	RPL11
stem cells 3	GSTP1
stem cells 3	SLIRP
stem cells 3	H2AFZ
stem cells 3	RPS9
stem cells 3	FTL
stem cells 3	DPPA4
stem cells 3	LINC00678
stem cells 3	PRDX1
stem cells 3	RPS29
stem cells 3	HSPE1
stem cells 3	MGST1
stem cells 3	POMP
stem cells 3	RPS3A
stem cells 3	SUMO1
stem cells 3	RPS17
stem cells 3	RPS14
stem cells 3	RPL23A
stem cells 3	CKS1B
stem cells 3	RPL13A
stem cells 3	EIF4EBP1
stem cells 3	RPS27
stem cells 3	PMAIP1
stem cells 3	IFITM2
stem cells 3	RARRES2
stem cells 3	RPL27A
stem cells 3	PRELID1
stem cells 3	MT1G
stem cells 3	RPL21
stem cells 3	CYCS
stem cells 3	RPS23
stem cells 3	ATP5I
stem cells 3	SNRPD1
stem cells 3	NPM1
stem cells 3	L1TD1
stem cells 3	HMGA1
stem cells 3	RPL7
stem cells 3	PSMA4
stem cells 3	CD24
stem cells 3	RP11-1144P22.1
stem cells 3	KRT18
stem cells 3	TIMM13
stem cells 3	TPM2
stem cells 3	SNRPD2
stem cells 3	RPL32
stem cells 3	RAN
stem cells 3	KIAA0101
stem cells 3	C1QBP
stem cells 3	RPS3
stem cells 3	SNRPG
stem cells 3	HMGN1
stem cells 3	SMS
stem cells 3	IFITM3
stem cells 3	NME4
stem cells 3	RPL10A
stem cells 3	SERF2
stem cells 3	RPS5
stem cells 3	RPS7
stem cells 3	PRDX6
stem cells 3	MYL9
stem cells 3	RPL14
stem cells 3	RPL13
stem cells 3	RPL28
stem cells 3	RPL31
stem cells 3	SSBP1
stem cells 3	TPM1
stem cells 3	PTGES3
stem cells 3	UQCRH
stem cells 3	POLR3G
stem cells 3	SNRPN
stem cells 3	RPL36
stem cells 3	RPL24
stem cells 3	RPS19
stem cells 3	RPLP0
stem cells 3	SLC25A6
stem cells 3	S100A10
stem cells 3	RSL24D1
stem cells 3	FTH1
stem cells 3	COX7C
stem cells 3	UBE2C
stem cells 3	PPP1CC
stem cells 3	LSM5
stem cells 3	EIF5A
stem cells 3	SNRPB
stem cells 3	RPS28
stem cells 3	TMA7
stem cells 3	MYL12A
stem cells 3	PPIA
stem cells 3	LDHA
stem cells 3	CCNC
stem cells 3	SNRPF
stem cells 3	RPSA
stem cells 3	RPS15
stem cells 3	HMGN3
stem cells 3	RPS25
stem cells 3	NDUFA4
stem cells 3	SRSF3
stem cells 3	POLR2L
stem cells 3	RPS16
stem cells 3	NCL
stem cells 3	NPM3
stem cells 3	FKBP1A
stem cells 3	MT1E
stem cells 3	PTTG1
stem cells 3	SET
stem cells 3	YBX3
stem cells 3	RPL41
stem cells 3	TERF1
stem cells 3	GADD45GIP1
stem cells 3	ABRACL
stem cells 3	TRMT112
stem cells 3	AURKAIP1
stem cells 3	NOP10
stem cells 3	ID3
stem cells 3	OAZ1
stem cells 3	LIN28A
stem cells 3	RPL23
stem cells 3	GNB2L1
stem cells 3	MRPS15
stem cells 3	LSM4
stem cells 3	PSMA3
stem cells 3	RPL36AL
stem cells 3	ARL2
stem cells 3	EEF1E1
stem cells 3	NME1
stem cells 3	MRPL42
stem cells 3	SNRPE
stem cells 3	GAL
stem cells 3	RPL27
stem cells 3	RPS4X
stem cells 3	EIF4E
stem cells 3	UBA52
stem cells 3	EEF1B2
stem cells 3	RAB34
stem cells 3	RPL35A
stem cells 3	LDHB
stem cells 3	SRP9
stem cells 3	GPX1
stem cells 3	SUB1
stem cells 3	FABP5
stem cells 3	TXNDC17
stem cells 3	MORF4L1
stem cells 3	HMGB3
stem cells 3	CKS2
stem cells 3	NHP2
stem cells 3	TNNT1
stem cells 3	D21S2088E
stem cells 3	MRPL47
stem cells 3	SRM
stem cells 3	PSMB6
stem cells 3	RPL22L1
stem cells 3	TSTD1
stem cells 3	GAPDH
stem cells 3	MRPL11
stem cells 3	ENY2
stem cells 3	SAP18
stem cells 3	RPL29
stem cells 3	NDUFS5
stem cells 3	TXN
stem cells 3	GGCT
stem cells 3	DBI
stem cells 3	BCL2L12
stem cells 3	RPA3
stem cells 3	MTHFD2
stem cells 3	SERBP1
stem cells 3	SLC25A5
stem cells 3	ATP5G3
stem cells 3	YBX1
stem cells 3	TAGLN
stem cells 3	HINT1
stem cells 3	RPL22
stem cells 3	USP44
stem cells 3	ZFP42
stem cells 3	PSMB3
stem cells 3	NDUFS6
stem cells 3	PLA2G16
stem cells 3	RPS8
stem cells 3	BAX
stem cells 3	PSMB5
stem cells 3	RPL37
stem cells 3	SIVA1
stem cells 3	RPL10
stem cells 3	APOE
stem cells 3	LSM3
stem cells 3	LSM6
stem cells 3	MRPL20
stem cells 3	ATP5J2
stem cells 3	STOML2
stem cells 3	COX5A
stem cells 3	MRPS34
stem cells 3	RRAS2
stem cells 3	EEF1D
stem cells 3	RPS15A
stem cells 3	OSTC
stem cells 3	NQO2
stem cells 3	MRPL51
stem cells 3	FAM60A
stem cells 3	PHB
stem cells 3	OAZ2
stem cells 3	CCNG1
stem cells 3	C14orf166
stem cells 3	AP2S1
stem cells 3	BIRC5
stem cells 3	HMGN2
stem cells 3	SNRPC
stem cells 3	PKIB
stem cells 3	MAD2L2
stem cells 3	TGIF1
stem cells 3	TUBA1C
stem cells 3	MYL6
stem cells 3	EIF2S2
stem cells 3	NOP16
